input,sector,region,value
Financial and Insurance (Section K),Machinery and Equipment N.E.C. (Section CK),NEU,3602.35988
Financial and Insurance (Section K),Transport Equipment (Section CL),NEU,4500.792179
Financial and Insurance (Section K),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",NEU,6035.543958
Financial and Insurance (Section K),"Utilities (Section D,E)",NEU,17330.44555
Financial and Insurance (Section K),Construction (Section F),NEU,19642.71624
Financial and Insurance (Section K),"Wholesale, Retail and Repairs (Section G)",NEU,34045.5601
Financial and Insurance (Section K),Transportation and Storage (Section H),NEU,46388.20426
Financial and Insurance (Section K),Accommodation and Food Services (Section I),NEU,56389.34077
Financial and Insurance (Section K),Information and Communication (Section J),NEU,117040.5819
Financial and Insurance (Section K),Financial and Insurance (Section K),NEU,573096.7285
Financial and Insurance (Section K),Real Estate Activities (Section L),NEU,66164.70151
Financial and Insurance (Section K),"Professional, Scientific & Technical (Section M)",NEU,175209.2882
Financial and Insurance (Section K),Administrative and Support Services (Section N),NEU,72941.77963
Financial and Insurance (Section K),Public administration and defence; compulsory social security (Section O),NEU,24460.70755
Financial and Insurance (Section K),Education (Section P),NEU,9875.546439
Financial and Insurance (Section K),Other Services (Section (Q-U),NEU,30665.52689
Real Estate Activities (Section L),"Agriculture, Forestry and Fishing (Section A)",NEU,388.1648332
Real Estate Activities (Section L),Mining & Quarrying (Section B),NEU,6099.924781
Real Estate Activities (Section L),"Food Products, Beverages and Tobacco Products (Section CA)",NEU,2022.279732
Real Estate Activities (Section L),"Textiles, Wearing Apparel and Leather (Section CB)",NEU,1364.338814
Real Estate Activities (Section L),"Wood and Paper Products, and Printing (Section CC)",NEU,5500.327588
Real Estate Activities (Section L),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",NEU,11059.5958
Real Estate Activities (Section L),Basic Pharmaceuticals and Their Products (Section CF),NEU,1120.31482
Real Estate Activities (Section L),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",NEU,5955.71531
Real Estate Activities (Section L),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",NEU,5334.80217
Real Estate Activities (Section L),"Computer, Electronic and Optical Products (Section CI)",NEU,1624.602059
Real Estate Activities (Section L),Electrical Equipment (Section CJ),NEU,1434.191496
Real Estate Activities (Section L),Machinery and Equipment N.E.C. (Section CK),NEU,2708.11611
Real Estate Activities (Section L),Transport Equipment (Section CL),NEU,1828.718532
Real Estate Activities (Section L),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",NEU,4201.118408
Real Estate Activities (Section L),"Utilities (Section D,E)",NEU,56919.88214
Real Estate Activities (Section L),Construction (Section F),NEU,156634.6969
Real Estate Activities (Section L),"Wholesale, Retail and Repairs (Section G)",NEU,23761.66961
Real Estate Activities (Section L),Transportation and Storage (Section H),NEU,10453.05303
Real Estate Activities (Section L),Accommodation and Food Services (Section I),NEU,11808.10516
Real Estate Activities (Section L),Information and Communication (Section J),NEU,22452.97337
Real Estate Activities (Section L),Financial and Insurance (Section K),NEU,158080.6307
Real Estate Activities (Section L),Real Estate Activities (Section L),NEU,116226.3706
Real Estate Activities (Section L),"Professional, Scientific & Technical (Section M)",NEU,53089.51775
Real Estate Activities (Section L),Administrative and Support Services (Section N),NEU,102809.7204
Real Estate Activities (Section L),Public administration and defence; compulsory social security (Section O),NEU,19547.2325
Real Estate Activities (Section L),Education (Section P),NEU,956.8889765
Real Estate Activities (Section L),Other Services (Section (Q-U),NEU,12690.34866
"Professional, Scientific & Technical (Section M)","Agriculture, Forestry and Fishing (Section A)",NEU,8418.747573
"Professional, Scientific & Technical (Section M)",Mining & Quarrying (Section B),NEU,4612.782561
"Professional, Scientific & Technical (Section M)","Food Products, Beverages and Tobacco Products (Section CA)",NEU,16413.43203
"Professional, Scientific & Technical (Section M)","Textiles, Wearing Apparel and Leather (Section CB)",NEU,11516.73565
"Professional, Scientific & Technical (Section M)","Wood and Paper Products, and Printing (Section CC)",NEU,63815.26381
"Professional, Scientific & Technical (Section M)","Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",NEU,79796.35496
"Professional, Scientific & Technical (Section M)",Basic Pharmaceuticals and Their Products (Section CF),NEU,6108.061797
"Professional, Scientific & Technical (Section M)","Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",NEU,11752.8404
"Professional, Scientific & Technical (Section M)","Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",NEU,37663.25155
"Professional, Scientific & Technical (Section M)","Computer, Electronic and Optical Products (Section CI)",NEU,76040.94958
"Professional, Scientific & Technical (Section M)",Electrical Equipment (Section CJ),NEU,45785.49269
"Professional, Scientific & Technical (Section M)",Machinery and Equipment N.E.C. (Section CK),NEU,8923.898481
"Professional, Scientific & Technical (Section M)",Transport Equipment (Section CL),NEU,46227.50201
"Professional, Scientific & Technical (Section M)","Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",NEU,13875.96885
"Professional, Scientific & Technical (Section M)","Utilities (Section D,E)",NEU,22016.03157
"Professional, Scientific & Technical (Section M)",Construction (Section F),NEU,14726.46487
"Professional, Scientific & Technical (Section M)","Wholesale, Retail and Repairs (Section G)",NEU,99345.0694
"Professional, Scientific & Technical (Section M)",Transportation and Storage (Section H),NEU,78515.15433
"Professional, Scientific & Technical (Section M)",Accommodation and Food Services (Section I),NEU,68803.40823
"Professional, Scientific & Technical (Section M)",Information and Communication (Section J),NEU,149648.01
"Professional, Scientific & Technical (Section M)",Financial and Insurance (Section K),NEU,106926.9919
"Professional, Scientific & Technical (Section M)",Real Estate Activities (Section L),NEU,66216.9788
"Professional, Scientific & Technical (Section M)","Professional, Scientific & Technical (Section M)",NEU,307647.1675
"Professional, Scientific & Technical (Section M)",Administrative and Support Services (Section N),NEU,93038.32804
"Professional, Scientific & Technical (Section M)",Public administration and defence; compulsory social security (Section O),NEU,28029.38104
"Professional, Scientific & Technical (Section M)",Education (Section P),NEU,8168.934028
"Professional, Scientific & Technical (Section M)",Other Services (Section (Q-U),NEU,36360.35717
Administrative and Support Services (Section N),"Agriculture, Forestry and Fishing (Section A)",NEU,6911.622232
Administrative and Support Services (Section N),Mining & Quarrying (Section B),NEU,1537.848817
Administrative and Support Services (Section N),"Food Products, Beverages and Tobacco Products (Section CA)",NEU,3189.205127
Administrative and Support Services (Section N),"Textiles, Wearing Apparel and Leather (Section CB)",NEU,2799.122476
Administrative and Support Services (Section N),"Wood and Paper Products, and Printing (Section CC)",NEU,10540.918
Administrative and Support Services (Section N),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",NEU,27073.80434
Administrative and Support Services (Section N),Basic Pharmaceuticals and Their Products (Section CF),NEU,1670.121409
Administrative and Support Services (Section N),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",NEU,6927.125615
Administrative and Support Services (Section N),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",NEU,6863.012623
Administrative and Support Services (Section N),"Computer, Electronic and Optical Products (Section CI)",NEU,8373.700504
Administrative and Support Services (Section N),Electrical Equipment (Section CJ),NEU,3722.713621
Administrative and Support Services (Section N),Machinery and Equipment N.E.C. (Section CK),NEU,6790.440823
Administrative and Support Services (Section N),Transport Equipment (Section CL),NEU,10032.5006
Administrative and Support Services (Section N),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",NEU,4827.718087
Administrative and Support Services (Section N),"Utilities (Section D,E)",NEU,19827.75893
Administrative and Support Services (Section N),Construction (Section F),NEU,7576.299744
Administrative and Support Services (Section N),"Wholesale, Retail and Repairs (Section G)",NEU,39893.73576
Administrative and Support Services (Section N),Transportation and Storage (Section H),NEU,33886.70768
Administrative and Support Services (Section N),Accommodation and Food Services (Section I),NEU,18846.35524
Administrative and Support Services (Section N),Information and Communication (Section J),NEU,42029.42302
Administrative and Support Services (Section N),Financial and Insurance (Section K),NEU,47869.87168
Administrative and Support Services (Section N),Real Estate Activities (Section L),NEU,29321.89852
Administrative and Support Services (Section N),"Professional, Scientific & Technical (Section M)",NEU,68304.3564
Administrative and Support Services (Section N),Administrative and Support Services (Section N),NEU,90199.87
Administrative and Support Services (Section N),Public administration and defence; compulsory social security (Section O),NEU,9704.510353
Administrative and Support Services (Section N),Education (Section P),NEU,2579.240184
Administrative and Support Services (Section N),Other Services (Section (Q-U),NEU,18577.53475
Public administration and defence; compulsory social security (Section O),"Agriculture, Forestry and Fishing (Section A)",NEU,5053.967527
Public administration and defence; compulsory social security (Section O),Mining & Quarrying (Section B),NEU,15582.08248
Public administration and defence; compulsory social security (Section O),"Food Products, Beverages and Tobacco Products (Section CA)",NEU,41662.99962
Public administration and defence; compulsory social security (Section O),"Textiles, Wearing Apparel and Leather (Section CB)",NEU,30475.00659
Public administration and defence; compulsory social security (Section O),"Wood and Paper Products, and Printing (Section CC)",NEU,37879.72846
Public administration and defence; compulsory social security (Section O),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",NEU,123971.6662
Public administration and defence; compulsory social security (Section O),Basic Pharmaceuticals and Their Products (Section CF),NEU,11648.25532
Public administration and defence; compulsory social security (Section O),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",NEU,15028.28133
Public administration and defence; compulsory social security (Section O),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",NEU,18044.49609
Public administration and defence; compulsory social security (Section O),"Computer, Electronic and Optical Products (Section CI)",NEU,27811.64369
Public administration and defence; compulsory social security (Section O),Electrical Equipment (Section CJ),NEU,6854.138519
Public administration and defence; compulsory social security (Section O),Machinery and Equipment N.E.C. (Section CK),NEU,10534.52504
Public administration and defence; compulsory social security (Section O),Transport Equipment (Section CL),NEU,58802.9682
Public administration and defence; compulsory social security (Section O),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",NEU,15438.84368
Public administration and defence; compulsory social security (Section O),"Utilities (Section D,E)",NEU,73293.93649
Public administration and defence; compulsory social security (Section O),Construction (Section F),NEU,95104.71345
Public administration and defence; compulsory social security (Section O),"Wholesale, Retail and Repairs (Section G)",NEU,100139.6959
Public administration and defence; compulsory social security (Section O),Transportation and Storage (Section H),NEU,110139.3137
Public administration and defence; compulsory social security (Section O),Accommodation and Food Services (Section I),NEU,67866.82085
Public administration and defence; compulsory social security (Section O),Information and Communication (Section J),NEU,138475.9863
Public administration and defence; compulsory social security (Section O),Financial and Insurance (Section K),NEU,101563.3386
Public administration and defence; compulsory social security (Section O),Real Estate Activities (Section L),NEU,57681.59426
Public administration and defence; compulsory social security (Section O),"Professional, Scientific & Technical (Section M)",NEU,109224.5161
Public administration and defence; compulsory social security (Section O),Administrative and Support Services (Section N),NEU,84548.53796
Public administration and defence; compulsory social security (Section O),Public administration and defence; compulsory social security (Section O),NEU,44466.01809
Public administration and defence; compulsory social security (Section O),Education (Section P),NEU,22976.0021
Public administration and defence; compulsory social security (Section O),Other Services (Section (Q-U),NEU,97051.41269
Education (Section P),"Agriculture, Forestry and Fishing (Section A)",NEU,6651.084001
Education (Section P),Mining & Quarrying (Section B),NEU,2778.665416
Education (Section P),"Food Products, Beverages and Tobacco Products (Section CA)",NEU,29841.05691
Education (Section P),"Textiles, Wearing Apparel and Leather (Section CB)",NEU,3580.244404
Education (Section P),"Wood and Paper Products, and Printing (Section CC)",NEU,19345.42898
Education (Section P),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",NEU,26719.87649
Education (Section P),Basic Pharmaceuticals and Their Products (Section CF),NEU,927.5009211
Education (Section P),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",NEU,3877.240176
Education (Section P),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",NEU,4182.572956
Education (Section P),"Computer, Electronic and Optical Products (Section CI)",NEU,13300.2524
Education (Section P),Electrical Equipment (Section CJ),NEU,1879.54519
Education (Section P),Machinery and Equipment N.E.C. (Section CK),NEU,4116.793879
Education (Section P),Transport Equipment (Section CL),NEU,2205.444793
Education (Section P),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",NEU,7006.281156
Education (Section P),"Utilities (Section D,E)",NEU,33550.8288
Education (Section P),Construction (Section F),NEU,20968.69375
Education (Section P),"Wholesale, Retail and Repairs (Section G)",NEU,34504.19256
Education (Section P),Transportation and Storage (Section H),NEU,38739.87701
Education (Section P),Accommodation and Food Services (Section I),NEU,27720.31761
Education (Section P),Information and Communication (Section J),NEU,42196.46164
Education (Section P),Financial and Insurance (Section K),NEU,38350.78249
Education (Section P),Real Estate Activities (Section L),NEU,37781.82381
Education (Section P),"Professional, Scientific & Technical (Section M)",NEU,29931.5711
Education (Section P),Administrative and Support Services (Section N),NEU,19284.30269
Education (Section P),Public administration and defence; compulsory social security (Section O),NEU,7706.731172
Education (Section P),Education (Section P),NEU,30117.25913
Education (Section P),Other Services (Section (Q-U),NEU,26447.30725
Other Services (Section (Q-U),"Agriculture, Forestry and Fishing (Section A)",NEU,10874.40015
Other Services (Section (Q-U),Mining & Quarrying (Section B),NEU,8582.061489
Other Services (Section (Q-U),"Food Products, Beverages and Tobacco Products (Section CA)",NEU,64810.60392
Other Services (Section (Q-U),"Textiles, Wearing Apparel and Leather (Section CB)",NEU,37008.5803
Other Services (Section (Q-U),"Wood and Paper Products, and Printing (Section CC)",NEU,34319.77207
Other Services (Section (Q-U),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",NEU,96702.1845
Other Services (Section (Q-U),Basic Pharmaceuticals and Their Products (Section CF),NEU,227006.0685
Other Services (Section (Q-U),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",NEU,26841.42612
Other Services (Section (Q-U),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",NEU,19056.7975
Other Services (Section (Q-U),"Computer, Electronic and Optical Products (Section CI)",NEU,41132.85486
Other Services (Section (Q-U),Electrical Equipment (Section CJ),NEU,16024.94285
Other Services (Section (Q-U),Machinery and Equipment N.E.C. (Section CK),NEU,34158.78945
Other Services (Section (Q-U),Transport Equipment (Section CL),NEU,49446.99261
Other Services (Section (Q-U),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",NEU,46258.0951
Other Services (Section (Q-U),"Utilities (Section D,E)",NEU,79424.39588
Other Services (Section (Q-U),Construction (Section F),NEU,31557.9005
Other Services (Section (Q-U),"Wholesale, Retail and Repairs (Section G)",NEU,193812.3627
Other Services (Section (Q-U),Transportation and Storage (Section H),NEU,73938.43127
Other Services (Section (Q-U),Accommodation and Food Services (Section I),NEU,53283.96097
Other Services (Section (Q-U),Information and Communication (Section J),NEU,81531.68757
Other Services (Section (Q-U),Financial and Insurance (Section K),NEU,142262.3289
Other Services (Section (Q-U),Real Estate Activities (Section L),NEU,159701.8364
Other Services (Section (Q-U),"Professional, Scientific & Technical (Section M)",NEU,145775.717
Other Services (Section (Q-U),Administrative and Support Services (Section N),NEU,96060.0459
Other Services (Section (Q-U),Public administration and defence; compulsory social security (Section O),NEU,35468.89582
Other Services (Section (Q-U),Education (Section P),NEU,10444.05385
Other Services (Section (Q-U),Other Services (Section (Q-U),NEU,132161.1712
"Agriculture, Forestry and Fishing (Section A)","Agriculture, Forestry and Fishing (Section A)",RUK,2642.275213
"Agriculture, Forestry and Fishing (Section A)",Mining & Quarrying (Section B),RUK,0
"Agriculture, Forestry and Fishing (Section A)","Food Products, Beverages and Tobacco Products (Section CA)",RUK,2024.618576
"Agriculture, Forestry and Fishing (Section A)","Textiles, Wearing Apparel and Leather (Section CB)",RUK,75.91695226
"Agriculture, Forestry and Fishing (Section A)","Wood and Paper Products, and Printing (Section CC)",RUK,372.2956262
"Agriculture, Forestry and Fishing (Section A)","Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",RUK,1562.128769
"Agriculture, Forestry and Fishing (Section A)",Basic Pharmaceuticals and Their Products (Section CF),RUK,213.28772
"Agriculture, Forestry and Fishing (Section A)","Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",RUK,355.5541702
"Agriculture, Forestry and Fishing (Section A)","Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",RUK,323.7560975
"Agriculture, Forestry and Fishing (Section A)","Computer, Electronic and Optical Products (Section CI)",RUK,4.959417298
"Agriculture, Forestry and Fishing (Section A)",Electrical Equipment (Section CJ),RUK,56.92379269
"Agriculture, Forestry and Fishing (Section A)",Machinery and Equipment N.E.C. (Section CK),RUK,34.83367498
"Agriculture, Forestry and Fishing (Section A)",Transport Equipment (Section CL),RUK,0
"Agriculture, Forestry and Fishing (Section A)","Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",RUK,173.0158307
"Agriculture, Forestry and Fishing (Section A)","Utilities (Section D,E)",RUK,576.1157565
"Agriculture, Forestry and Fishing (Section A)",Construction (Section F),RUK,533.0784842
"Agriculture, Forestry and Fishing (Section A)","Wholesale, Retail and Repairs (Section G)",RUK,1418.869163
"Agriculture, Forestry and Fishing (Section A)",Transportation and Storage (Section H),RUK,92.09112136
"Agriculture, Forestry and Fishing (Section A)",Accommodation and Food Services (Section I),RUK,42.5287479
"Agriculture, Forestry and Fishing (Section A)",Information and Communication (Section J),RUK,221.5057489
"Agriculture, Forestry and Fishing (Section A)",Financial and Insurance (Section K),RUK,1221.718532
"Agriculture, Forestry and Fishing (Section A)",Real Estate Activities (Section L),RUK,48.91705441
"Agriculture, Forestry and Fishing (Section A)","Professional, Scientific & Technical (Section M)",RUK,204.7115167
"Agriculture, Forestry and Fishing (Section A)",Administrative and Support Services (Section N),RUK,236.0175543
"Agriculture, Forestry and Fishing (Section A)",Public administration and defence; compulsory social security (Section O),RUK,11.40350592
"Agriculture, Forestry and Fishing (Section A)",Education (Section P),RUK,8.686950311
"Agriculture, Forestry and Fishing (Section A)",Other Services (Section (Q-U),RUK,40.31769218
Mining & Quarrying (Section B),"Agriculture, Forestry and Fishing (Section A)",RUK,0
Mining & Quarrying (Section B),Mining & Quarrying (Section B),RUK,3341.781801
Mining & Quarrying (Section B),"Food Products, Beverages and Tobacco Products (Section CA)",RUK,30.76352422
Mining & Quarrying (Section B),"Textiles, Wearing Apparel and Leather (Section CB)",RUK,4.790038377
Mining & Quarrying (Section B),"Wood and Paper Products, and Printing (Section CC)",RUK,40.66565737
Mining & Quarrying (Section B),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",RUK,592.8339217
Mining & Quarrying (Section B),Basic Pharmaceuticals and Their Products (Section CF),RUK,0
Mining & Quarrying (Section B),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",RUK,349.6531201
Mining & Quarrying (Section B),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",RUK,444.1008267
Mining & Quarrying (Section B),"Computer, Electronic and Optical Products (Section CI)",RUK,0
Mining & Quarrying (Section B),Electrical Equipment (Section CJ),RUK,43.98629016
Mining & Quarrying (Section B),Machinery and Equipment N.E.C. (Section CK),RUK,205.0630352
Mining & Quarrying (Section B),Transport Equipment (Section CL),RUK,0
Mining & Quarrying (Section B),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",RUK,389.0827027
Mining & Quarrying (Section B),"Utilities (Section D,E)",RUK,604.0510868
Mining & Quarrying (Section B),Construction (Section F),RUK,497.2001687
Mining & Quarrying (Section B),"Wholesale, Retail and Repairs (Section G)",RUK,218.1636429
Mining & Quarrying (Section B),Transportation and Storage (Section H),RUK,953.9727761
Mining & Quarrying (Section B),Accommodation and Food Services (Section I),RUK,27.67289924
Mining & Quarrying (Section B),Information and Communication (Section J),RUK,305.2699432
Mining & Quarrying (Section B),Financial and Insurance (Section K),RUK,1561.634601
Mining & Quarrying (Section B),Real Estate Activities (Section L),RUK,0
Mining & Quarrying (Section B),"Professional, Scientific & Technical (Section M)",RUK,424.1370881
Mining & Quarrying (Section B),Administrative and Support Services (Section N),RUK,680.4225304
Mining & Quarrying (Section B),Public administration and defence; compulsory social security (Section O),RUK,10.39472741
Mining & Quarrying (Section B),Education (Section P),RUK,2.270230891
Mining & Quarrying (Section B),Other Services (Section (Q-U),RUK,79.25332579
"Food Products, Beverages and Tobacco Products (Section CA)","Agriculture, Forestry and Fishing (Section A)",RUK,10913.76301
"Food Products, Beverages and Tobacco Products (Section CA)",Mining & Quarrying (Section B),RUK,0
"Food Products, Beverages and Tobacco Products (Section CA)","Food Products, Beverages and Tobacco Products (Section CA)",RUK,18309.37282
"Food Products, Beverages and Tobacco Products (Section CA)","Textiles, Wearing Apparel and Leather (Section CB)",RUK,0
"Food Products, Beverages and Tobacco Products (Section CA)","Wood and Paper Products, and Printing (Section CC)",RUK,2646.733199
"Food Products, Beverages and Tobacco Products (Section CA)","Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",RUK,1133.956824
"Food Products, Beverages and Tobacco Products (Section CA)",Basic Pharmaceuticals and Their Products (Section CF),RUK,580.8642835
"Food Products, Beverages and Tobacco Products (Section CA)","Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",RUK,2747.749909
"Food Products, Beverages and Tobacco Products (Section CA)","Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",RUK,1301.885002
"Food Products, Beverages and Tobacco Products (Section CA)","Computer, Electronic and Optical Products (Section CI)",RUK,0
"Food Products, Beverages and Tobacco Products (Section CA)",Electrical Equipment (Section CJ),RUK,0
"Food Products, Beverages and Tobacco Products (Section CA)",Machinery and Equipment N.E.C. (Section CK),RUK,619.0476261
"Food Products, Beverages and Tobacco Products (Section CA)",Transport Equipment (Section CL),RUK,97.86763004
"Food Products, Beverages and Tobacco Products (Section CA)","Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",RUK,413.7149836
"Food Products, Beverages and Tobacco Products (Section CA)","Utilities (Section D,E)",RUK,3204.614924
"Food Products, Beverages and Tobacco Products (Section CA)",Construction (Section F),RUK,299.6157015
"Food Products, Beverages and Tobacco Products (Section CA)","Wholesale, Retail and Repairs (Section G)",RUK,3933.834065
"Food Products, Beverages and Tobacco Products (Section CA)",Transportation and Storage (Section H),RUK,2921.866152
"Food Products, Beverages and Tobacco Products (Section CA)",Accommodation and Food Services (Section I),RUK,380.855284
"Food Products, Beverages and Tobacco Products (Section CA)",Information and Communication (Section J),RUK,661.2871183
"Food Products, Beverages and Tobacco Products (Section CA)",Financial and Insurance (Section K),RUK,2464.904464
"Food Products, Beverages and Tobacco Products (Section CA)",Real Estate Activities (Section L),RUK,143.4652607
"Food Products, Beverages and Tobacco Products (Section CA)","Professional, Scientific & Technical (Section M)",RUK,2720.813783
"Food Products, Beverages and Tobacco Products (Section CA)",Administrative and Support Services (Section N),RUK,1743.875214
"Food Products, Beverages and Tobacco Products (Section CA)",Public administration and defence; compulsory social security (Section O),RUK,108.1295569
"Food Products, Beverages and Tobacco Products (Section CA)",Education (Section P),RUK,81.82903214
"Food Products, Beverages and Tobacco Products (Section CA)",Other Services (Section (Q-U),RUK,59.8394947
"Textiles, Wearing Apparel and Leather (Section CB)","Agriculture, Forestry and Fishing (Section A)",RUK,0
"Textiles, Wearing Apparel and Leather (Section CB)",Mining & Quarrying (Section B),RUK,0
"Textiles, Wearing Apparel and Leather (Section CB)","Food Products, Beverages and Tobacco Products (Section CA)",RUK,80.40137603
"Textiles, Wearing Apparel and Leather (Section CB)","Textiles, Wearing Apparel and Leather (Section CB)",RUK,2045.921438
"Textiles, Wearing Apparel and Leather (Section CB)","Wood and Paper Products, and Printing (Section CC)",RUK,149.3357122
"Textiles, Wearing Apparel and Leather (Section CB)","Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",RUK,494.3865877
"Textiles, Wearing Apparel and Leather (Section CB)",Basic Pharmaceuticals and Their Products (Section CF),RUK,0
"Textiles, Wearing Apparel and Leather (Section CB)","Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",RUK,56.99608284
"Textiles, Wearing Apparel and Leather (Section CB)","Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",RUK,55.79803366
"Textiles, Wearing Apparel and Leather (Section CB)","Computer, Electronic and Optical Products (Section CI)",RUK,20.72166705
"Textiles, Wearing Apparel and Leather (Section CB)",Electrical Equipment (Section CJ),RUK,2.619022617
"Textiles, Wearing Apparel and Leather (Section CB)",Machinery and Equipment N.E.C. (Section CK),RUK,44.7564762
"Textiles, Wearing Apparel and Leather (Section CB)",Transport Equipment (Section CL),RUK,20.54142725
"Textiles, Wearing Apparel and Leather (Section CB)","Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",RUK,107.2912138
"Textiles, Wearing Apparel and Leather (Section CB)","Utilities (Section D,E)",RUK,329.2712087
"Textiles, Wearing Apparel and Leather (Section CB)",Construction (Section F),RUK,75.33019987
"Textiles, Wearing Apparel and Leather (Section CB)","Wholesale, Retail and Repairs (Section G)",RUK,453.4648882
"Textiles, Wearing Apparel and Leather (Section CB)",Transportation and Storage (Section H),RUK,259.1954635
"Textiles, Wearing Apparel and Leather (Section CB)",Accommodation and Food Services (Section I),RUK,15.86278681
"Textiles, Wearing Apparel and Leather (Section CB)",Information and Communication (Section J),RUK,133.7086934
"Textiles, Wearing Apparel and Leather (Section CB)",Financial and Insurance (Section K),RUK,379.2569409
"Textiles, Wearing Apparel and Leather (Section CB)",Real Estate Activities (Section L),RUK,52.26812971
"Textiles, Wearing Apparel and Leather (Section CB)","Professional, Scientific & Technical (Section M)",RUK,387.6584609
"Textiles, Wearing Apparel and Leather (Section CB)",Administrative and Support Services (Section N),RUK,129.7492994
"Textiles, Wearing Apparel and Leather (Section CB)",Public administration and defence; compulsory social security (Section O),RUK,24.23485077
"Textiles, Wearing Apparel and Leather (Section CB)",Education (Section P),RUK,16.71896613
"Textiles, Wearing Apparel and Leather (Section CB)",Other Services (Section (Q-U),RUK,9.069940686
"Wood and Paper Products, and Printing (Section CC)","Agriculture, Forestry and Fishing (Section A)",RUK,43.28505287
"Wood and Paper Products, and Printing (Section CC)",Mining & Quarrying (Section B),RUK,11.46811821
"Wood and Paper Products, and Printing (Section CC)","Food Products, Beverages and Tobacco Products (Section CA)",RUK,96.57146045
"Wood and Paper Products, and Printing (Section CC)","Textiles, Wearing Apparel and Leather (Section CB)",RUK,0
"Wood and Paper Products, and Printing (Section CC)","Wood and Paper Products, and Printing (Section CC)",RUK,7457.157078
"Wood and Paper Products, and Printing (Section CC)","Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",RUK,1457.338474
"Wood and Paper Products, and Printing (Section CC)",Basic Pharmaceuticals and Their Products (Section CF),RUK,0
"Wood and Paper Products, and Printing (Section CC)","Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",RUK,377.8163246
"Wood and Paper Products, and Printing (Section CC)","Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",RUK,214.4677805
"Wood and Paper Products, and Printing (Section CC)","Computer, Electronic and Optical Products (Section CI)",RUK,6.822620512
"Wood and Paper Products, and Printing (Section CC)",Electrical Equipment (Section CJ),RUK,1.90901565
"Wood and Paper Products, and Printing (Section CC)",Machinery and Equipment N.E.C. (Section CK),RUK,393.3297669
"Wood and Paper Products, and Printing (Section CC)",Transport Equipment (Section CL),RUK,24.16972155
"Wood and Paper Products, and Printing (Section CC)","Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",RUK,1291.805741
"Wood and Paper Products, and Printing (Section CC)","Utilities (Section D,E)",RUK,1311.01573
"Wood and Paper Products, and Printing (Section CC)",Construction (Section F),RUK,235.7068639
"Wood and Paper Products, and Printing (Section CC)","Wholesale, Retail and Repairs (Section G)",RUK,1231.470394
